,concept,overall_mean,overall_sd,last_quarter_mean,last_quarter_sd
25,hg13,0.8072855464159814,0.13343331412075307,0.9043478260869565,0.13014460475735448
26,hg14,0.7668825161887141,0.12711543930359429,0.8043478260869567,0.18159368240785023
27,hg15,0.6120039682539682,0.11460750964627818,0.73015873015873,0.2629986418567633
28,hg16,0.6633906633906634,0.1350681093551327,0.7454545454545454,0.23301828396320537
29,hg17,0.6147186147186147,0.09552053750483215,0.7658730158730158,0.19179438053324716
30,hg18,0.8845454545454545,0.08404052544668776,0.9566666666666667,0.06289320754704403
31,hg19,0.7942583732057416,0.15316610815798196,0.9272727272727274,0.16287702606517193
32,hg20,0.8375959079283887,0.08358125134715186,0.966183574879227,0.06899930848833671
33,hg21,0.7788461538461539,0.12051847035581098,0.8557692307692307,0.1675580208026632
34,hg22,0.7870813397129186,0.1350986402248373,0.9045454545454544,0.18458127731133595
35,hg23,0.8712121212121212,0.12974831949797458,0.9586776859504131,0.12479065182265704
36,hg24,0.7875,0.12334126714858325,0.9132231404958678,0.2041589971410847
37,hg25,0.7613636363636366,0.07835592280496466,0.8939393939393938,0.11287624564963138
38,hg26,0.7497231450719822,0.11570283841957012,0.8311688311688312,0.1713104669905574
39,hg27,0.6715116279069768,0.15503573155957542,0.7159090909090908,0.22161518903500116
40,hg28,0.6847567287784678,0.12220184215849131,0.7222222222222222,0.2685983278585238
41,hg29,0.7043478260869563,0.16544606600382997,0.7944664031620554,0.25743335158788583
42,hg30,0.7445887445887446,0.12700667188035153,0.8134920634920635,0.1852796433322024
43,hg31,0.7869565217391303,0.10288834405390637,0.79,0.1416568624058385
44,hg32,0.6858108108108109,0.1542381743097811,0.6208333333333333,0.2753470032926129
45,hg33,0.8203463203463203,0.08785586035758615,0.9087301587301587,0.09238449783192709
46,hg34,0.717948717948718,0.0983760312474404,0.7959999999999999,0.16847551750922152
47,hg35,0.7701863354037267,0.10772414106175801,0.7971014492753624,0.1626807559466931
48,hg36,0.6593406593406593,0.08266818500518074,0.8,0.09258200997725516
49,hg37,0.7291666666666665,0.089526790941574,0.64,0.19595917942265428
50,hg38,0.6485421591804569,0.10885548664013399,0.5864197530864198,0.21213383058567384
51,hg39,0.7069444444444444,0.10373986638001423,0.845,0.1532155344604456
52,hg40,0.6218402426693629,0.09655027216243608,0.6047430830039525,0.22042440306084882
53,hg41,0.6389542483660131,0.0911132678545569,0.67,0.17869900204906947
54,hg42,0.7351652173913042,0.14459404459233097,0.860854700854701,0.15412169058033867
55,hg43,0.8536585365853658,0.12099305453533502,0.9525691699604744,0.15369345529821016
56,hg44,0.6762820512820512,0.09001104833931592,0.7797202797202798,0.2420681668625311
57,hg45,0.6313799621928166,0.10266408201863526,0.6630434782608696,0.2106440848369367
58,hg46,0.8142389525368251,0.11795604812615176,0.9358974358974359,0.11395121047840498
59,hg47,0.6388888888888888,0.0971295854958767,0.6006944444444445,0.09912571127514025
60,hg48,0.6916666666666668,0.1466123507958852,0.7268518518518517,0.20280737142416214
61,hg49,0.6300211416490484,0.08114097700801474,0.7272727272727273,0.17335683440828953
62,hg50,0.7736363636363636,0.13197169744160991,0.83,0.18024674446127698
63,hg51,0.822386679000925,0.11528161021035617,0.8333333333333334,0.11785113019775792
64,hg52,0.8685300207039338,0.13092114654610387,0.9068322981366458,0.2223481033499223
65,hg53,0.7736572890025575,0.1240079582854287,0.8888888888888888,0.16706875812358046
66,hg54,0.7870370370370371,0.1878968137569859,0.8541666666666666,0.19873733362853033
67,hg55,0.8183157894736843,0.09766757269078272,0.8726666666666667,0.14382705664172588
68,hg56,0.6866666666666668,0.07305451013624803,0.72,0.17040544747432707
69,hg57,0.6507936507936508,0.08093681767607594,0.681818181818182,0.1659765325773231
70,hg58,0.6214209968186638,0.1073723865013543,0.6561264822134386,0.17974414230675212
71,hg59,0.7186147186147187,0.1656798808074425,0.7975206611570248,0.23408279402096777
72,hg60,0.6533333333333334,0.17270002921926825,0.728,0.27498363587675545
73,hg61,0.722488038277512,0.09773539816179663,0.8681818181818184,0.10174104220726995
74,hg62,0.7473572938689217,0.11048913826832384,0.8264462809917354,0.13119427988750035
75,hg63,0.6772727272727272,0.2017485547379286,0.8233333333333335,0.2264705033528404
76,hg64,0.6746031746031748,0.17436062698869303,0.7728937728937728,0.23195809815366392
77,hg65,0.8233471074380166,0.08985228146307657,0.8787878787878788,0.1143914308374356
78,hg66,0.6337285902503292,0.10301985666574238,0.7342995169082126,0.24241389932935997
79,hg67,0.6869565217391305,0.07513378112515415,0.683794466403162,0.1415218481420408
80,hg68,0.6294736842105264,0.1349915355918305,0.652,0.24838679514016038
81,hg69,0.8519736842105262,0.11288535621273506,0.9083333333333333,0.19773017529507783
82,hg70,0.5942350332594235,0.11452923787268253,0.6322314049586777,0.17652900300242835
83,hg71,0.7839721254355402,0.08978466011655141,0.9480519480519481,0.09947294626039874
84,hg72,0.6347826086956523,0.10314066229805617,0.6403162055335968,0.12131232611243328
85,hg73,0.6135105204872646,0.07122008943881962,0.5844155844155845,0.14731341581968446
86,hg74,0.540133779264214,0.10531798596114002,0.5900621118012422,0.19557821731470543
87,hg75,0.5684210526315789,0.128920512778062,0.652,0.25786818338057915
88,hg76,0.5639967449430364,0.106697488942172,0.6594202898550726,0.17705495250537126
89,hg77,0.8203463203463205,0.08666121739899393,0.9462809917355373,0.10494566197686195
90,hg78,0.7867104183757175,0.1501656318353068,0.8726708074534162,0.20525107629637648
91,hg79,0.8038548752834467,0.09605791192732485,0.9090909090909088,0.1086571463031267
92,hg80,0.7456709956709957,0.1592638280445641,0.8769841269841269,0.1556243773899014
93,hg81,0.7006802721088435,0.1007721588415848,0.8571428571428571,0.16848342146127684
94,hg82,0.7449494949494948,0.1460940976173811,0.8194444444444443,0.24806348749294102
95,hg83,0.7867965367965369,0.1307017027525488,0.8512396694214875,0.21850089365954192
96,hg84,0.7698412698412699,0.11016223710929639,0.8428571428571429,0.21728065802952065
97,hg85,0.7794273594909863,0.08734362791929587,0.9525691699604744,0.11332230187218537
98,hg86,0.7471395881006864,0.1031653462594952,0.917391304347826,0.11287613031084497
99,hg87,0.768170426065163,0.12087373986754381,0.8755980861244019,0.14512680275696743
100,hg88,0.5884732052578362,0.07903477384611216,0.5217391304347826,0.2089764452330524
101,hg89,0.7448512585812357,0.09390519235095283,0.8608695652173912,0.10524972553834956
102,hg90,0.6499999999999999,0.11521201987557342,0.6147186147186147,0.16335898064167276
103,hg91,0.8013833992094862,0.08168178086139354,0.8674242424242423,0.08939714940307533
104,hg92,0.7520325203252033,0.11690084426462115,0.8030303030303031,0.21904291355759026
105,hg93,0.6976284584980238,0.13020251208169845,0.8224637681159421,0.1810869420231855
106,hg94,0.722838137472284,0.12273483373035964,0.7933884297520662,0.1261515497725103
107,hg95,0.854289071680376,0.09251160717163136,0.9521739130434782,0.13790218719264094
108,hg96,0.8682926829268294,0.08974814386816635,0.9045454545454547,0.10552897060221726
109,hg97,0.6482683982683983,0.1354371397742577,0.6611570247933884,0.2469678148344452
110,hg98,0.6590389016018305,0.11882799665873885,0.7652173913043478,0.18084029863552536
111,hg99,0.7358276643990932,0.14055299063321303,0.7662337662337662,0.19552536434002102
