,concept,overall,last_quarter,first_quarter,subject,overall_percentile,last_quarter_percentile,last_quarter_difference,human_last_quarter_median
79,hg17,0.7777777777777778,0.9047619047619048,0.42857142857142855,gemma_7b-it,71.42857142857143,61.904761904761905,0.09523809523809523,0.8095238095238095
80,hg84,0.8309859154929577,0.8888888888888888,0.7777777777777778,gemma_7b-it,33.333333333333336,33.333333333333336,-0.11111111111111116,1.0
81,hg39,0.868421052631579,0.8947368421052632,0.7894736842105263,gemma_7b-it,85.0,45.0,-0.0052631578947368585,0.9
82,hg93,0.810126582278481,0.95,0.6,gemma_7b-it,36.36363636363637,77.27272727272728,0.04999999999999993,0.9
83,hg13,0.7945205479452054,0.9473684210526315,0.47368421052631576,gemma_7b-it,13.043478260869565,30.43478260869565,-0.052631578947368474,1.0
84,hg04,0.9142857142857143,1.0,0.7222222222222222,gemma_7b-it,22.72727272727273,100.00000000000001,0.0,1.0
85,hg97,0.7402597402597403,0.7,0.5,gemma_7b-it,68.18181818181819,27.272727272727273,-0.10000000000000009,0.8
86,hg80,0.8918918918918919,1.0,0.7894736842105263,gemma_7b-it,71.42857142857143,100.0,0.0,1.0
87,hg67,0.6582278481012658,0.65,0.5,gemma_7b-it,59.09090909090909,68.18181818181819,0.0,0.65
88,hg112,0.5416666666666666,0.7222222222222222,0.3888888888888889,gemma_7b-it,8.0,32.0,-0.17251461988304095,0.8947368421052632
89,hg105,0.7083333333333334,0.8333333333333334,0.6111111111111112,gemma_7b-it,54.54545454545455,36.36363636363637,-0.06140350877192979,0.8947368421052632
90,hg70,0.5,0.4444444444444444,0.3333333333333333,gemma_7b-it,9.090909090909092,9.090909090909092,-0.2222222222222222,0.6666666666666666
91,hg49,0.6351351351351351,0.47368421052631576,0.5263157894736842,gemma_7b-it,45.45454545454546,36.36363636363637,-0.13157894736842107,0.6052631578947368
92,hg74,0.5434782608695652,0.6521739130434783,0.4782608695652174,gemma_7b-it,43.47826086956522,43.47826086956522,-0.01449275362318836,0.6666666666666666
93,hg101,0.6,0.7222222222222222,0.4444444444444444,gemma_7b-it,36.36363636363637,72.72727272727273,0.08333333333333337,0.6388888888888888
94,hg63,0.5324675324675324,0.75,0.4,gemma_7b-it,28.0,28.0,-0.25,1.0
95,hg73,0.6388888888888888,0.5555555555555556,0.5,gemma_7b-it,52.38095238095238,23.80952380952381,-0.1286549707602339,0.6842105263157895
96,hg106,0.6794871794871795,0.75,0.55,gemma_7b-it,28.0,60.0,0.0,0.75
97,hg111,0.5393258426966292,0.5652173913043478,0.5652173913043478,gemma_7b-it,52.17391304347826,43.47826086956522,-0.0434782608695653,0.6086956521739131
98,hg64,0.5432098765432098,0.47619047619047616,0.5714285714285714,gemma_7b-it,38.095238095238095,28.57142857142857,-0.2857142857142857,0.7619047619047619
99,hg60,0.56,0.5789473684210527,0.3157894736842105,gemma_7b-it,25.0,25.0,-0.39473684210526305,0.9736842105263157
100,hg102,0.5063291139240507,0.7,0.45,gemma_7b-it,33.333333333333336,70.83333333333334,0.1499999999999999,0.55
101,hg77,0.8309859154929577,0.8333333333333334,0.7777777777777778,gemma_7b-it,27.272727272727273,13.636363636363637,-0.16666666666666663,1.0
102,hg59,0.6901408450704225,0.7777777777777778,0.6111111111111112,gemma_7b-it,27.272727272727273,31.81818181818182,-0.2222222222222222,1.0
103,hg14,0.8285714285714286,1.0,0.6666666666666666,gemma_7b-it,38.095238095238095,100.0,0.0,1.0
104,hg03,0.7804878048780488,0.8095238095238095,0.7619047619047619,gemma_7b-it,4.0,4.0,-0.19047619047619047,1.0
105,hg90,0.4722222222222222,0.3888888888888889,0.5,gemma_7b-it,9.523809523809524,19.047619047619047,-0.24269005847953212,0.631578947368421
106,hg87,0.618421052631579,0.7894736842105263,0.5263157894736842,gemma_7b-it,10.526315789473685,21.05263157894737,-0.21052631578947367,1.0
107,hg07,0.9358974358974359,1.0,0.9,gemma_7b-it,59.09090909090909,100.00000000000001,0.0,1.0
108,hg10,0.821917808219178,0.9473684210526315,0.5263157894736842,gemma_7b-it,0.0,4.3478260869565215,-0.052631578947368474,1.0
109,hg83,0.7283950617283951,0.8571428571428571,0.47619047619047616,gemma_7b-it,13.636363636363637,18.181818181818183,-0.1428571428571429,1.0
110,hg29,0.7307692307692307,0.85,0.7,gemma_7b-it,21.73913043478261,26.08695652173913,-0.15000000000000002,1.0
111,hg94,0.8024691358024691,1.0,0.5714285714285714,gemma_7b-it,50.00000000000001,100.00000000000001,0.0,1.0
0,hg57,0.5945945945945946,0.5789473684210527,0.7368421052631579,gemma_2b-it,20.833333333333336,33.333333333333336,-0.10526315789473684,0.6842105263157895
1,hg40,0.569620253164557,0.6,0.45,gemma_2b-it,17.391304347826086,21.73913043478261,-0.15000000000000002,0.75
2,hg79,0.6590909090909091,0.7727272727272727,0.36363636363636365,gemma_2b-it,0.0,9.523809523809524,-0.2272727272727273,1.0
3,hg44,0.6794871794871795,0.75,0.65,gemma_2b-it,52.0,84.0,0.09999999999999998,0.65
4,hg53,0.8615384615384616,0.9411764705882353,0.6470588235294118,gemma_2b-it,43.47826086956522,21.73913043478261,-0.05882352941176472,1.0
5,hg30,0.7777777777777778,0.9444444444444444,0.5,gemma_2b-it,28.57142857142857,42.857142857142854,-0.0029239766081871066,0.9473684210526315
6,hg27,0.5789473684210527,0.7894736842105263,0.2631578947368421,gemma_2b-it,8.695652173913043,17.391304347826086,-0.16052631578947363,0.95
7,hg09,0.8333333333333334,0.95,0.7,gemma_2b-it,17.391304347826086,21.73913043478261,-0.050000000000000044,1.0
8,hg23,0.6976744186046512,0.9090909090909091,0.5454545454545454,gemma_2b-it,4.545454545454546,18.181818181818183,-0.09090909090909094,1.0
9,hg34,0.6666666666666666,0.6111111111111112,0.7222222222222222,gemma_2b-it,24.0,8.0,-0.16666666666666663,0.7777777777777778
10,hg89,0.691358024691358,0.8095238095238095,0.5238095238095238,gemma_2b-it,22.72727272727273,68.18181818181819,0.04761904761904767,0.7619047619047619
11,hg99,0.6615384615384615,0.8235294117647058,0.7058823529411765,gemma_2b-it,19.047619047619047,23.80952380952381,-0.17647058823529416,1.0
12,hg24,0.75,0.8947368421052632,0.47368421052631576,gemma_2b-it,13.636363636363637,9.090909090909092,-0.10526315789473684,1.0
13,hg33,0.6666666666666666,0.6666666666666666,0.6666666666666666,gemma_2b-it,4.761904761904762,4.761904761904762,-0.2777777777777778,0.9444444444444444
14,hg37,0.45714285714285713,0.3333333333333333,0.3888888888888889,gemma_2b-it,5.0,5.0,-0.5277777777777779,0.8611111111111112
15,hg20,0.726027397260274,0.8947368421052632,0.5789473684210527,gemma_2b-it,4.3478260869565215,13.043478260869565,-0.10526315789473684,1.0
16,hg109,0.7692307692307693,0.85,0.7,gemma_2b-it,12.0,64.0,0.0,0.85
17,hg19,0.6388888888888888,0.7777777777777778,0.5,gemma_2b-it,13.636363636363637,13.636363636363637,-0.2222222222222222,1.0
18,hg43,0.647887323943662,0.7777777777777778,0.5555555555555556,gemma_2b-it,0.0,31.81818181818182,-0.05555555555555558,0.8333333333333334
19,hg54,0.8777777777777778,1.0,0.5652173913043478,gemma_2b-it,25.0,100.0,0.0,1.0
20,hg50,0.7297297297297297,0.7368421052631579,0.5789473684210527,gemma_2b-it,25.0,25.0,-0.23684210526315785,0.9736842105263157
21,hg47,0.573170731707317,0.5714285714285714,0.5238095238095238,gemma_2b-it,4.3478260869565215,8.695652173913043,-0.19047619047619047,0.7619047619047619
22,hg69,0.6578947368421053,0.7368421052631579,0.47368421052631576,gemma_2b-it,12.5,12.5,-0.26315789473684215,1.0
23,hg74,0.5217391304347826,0.6956521739130435,0.30434782608695654,gemma_2b-it,34.78260869565217,52.17391304347826,0.02898550724637683,0.6666666666666666
24,hg63,0.45454545454545453,0.6,0.35,gemma_2b-it,8.0,20.0,-0.4,1.0
25,hg49,0.6216216216216216,0.5789473684210527,0.5789473684210527,gemma_2b-it,45.45454545454546,50.00000000000001,-0.02631578947368418,0.6052631578947368
26,hg67,0.569620253164557,0.65,0.5,gemma_2b-it,18.181818181818183,68.18181818181819,0.0,0.65
27,hg70,0.45714285714285713,0.6111111111111112,0.3888888888888889,gemma_2b-it,4.545454545454546,45.45454545454546,-0.05555555555555547,0.6666666666666666
28,hg97,0.6363636363636364,0.75,0.5,gemma_2b-it,22.72727272727273,40.909090909090914,-0.050000000000000044,0.8
29,hg80,0.5945945945945946,0.631578947368421,0.42105263157894735,gemma_2b-it,9.523809523809524,9.523809523809524,-0.368421052631579,1.0
30,hg13,0.6575342465753424,0.9473684210526315,0.3684210526315789,gemma_2b-it,8.695652173913043,30.43478260869565,-0.052631578947368474,1.0
31,hg04,0.5857142857142857,0.7222222222222222,0.5,gemma_2b-it,4.545454545454546,4.545454545454546,-0.2777777777777778,1.0
32,hg103,0.5342465753424658,0.7368421052631579,0.3157894736842105,gemma_2b-it,50.00000000000001,77.27272727272728,0.21052631578947367,0.5263157894736842
33,hg84,0.5492957746478874,0.6111111111111112,0.5,gemma_2b-it,4.761904761904762,9.523809523809524,-0.38888888888888884,1.0
34,hg39,0.7236842105263158,0.8947368421052632,0.42105263157894735,gemma_2b-it,20.0,45.0,-0.0052631578947368585,0.9
35,hg93,0.7721518987341772,0.95,0.65,gemma_2b-it,27.272727272727273,77.27272727272728,0.04999999999999993,0.9
36,hg107,0.44155844155844154,0.35,0.25,gemma_2b-it,4.3478260869565215,4.3478260869565215,-0.4,0.75
37,hg17,0.5679012345679012,0.7619047619047619,0.23809523809523808,gemma_2b-it,28.57142857142857,38.095238095238095,-0.04761904761904767,0.8095238095238095
38,hg110,0.6666666666666666,0.7777777777777778,0.4444444444444444,gemma_2b-it,28.0,92.0,0.14619883040935677,0.631578947368421
39,hg83,0.5061728395061729,0.6190476190476191,0.3333333333333333,gemma_2b-it,0.0,0.0,-0.38095238095238093,1.0
40,hg29,0.7435897435897436,0.8,0.6,gemma_2b-it,26.08695652173913,21.73913043478261,-0.19999999999999996,1.0
41,hg94,0.7407407407407407,0.9047619047619048,0.42857142857142855,gemma_2b-it,18.181818181818183,31.81818181818182,-0.09523809523809523,1.0
42,hg100,0.5571428571428572,0.6666666666666666,0.3333333333333333,gemma_2b-it,14.285714285714285,19.047619047619047,-0.2222222222222222,0.8888888888888888
43,hg07,0.7307692307692307,0.75,0.7,gemma_2b-it,13.636363636363637,9.090909090909092,-0.25,1.0
44,hg10,0.6438356164383562,0.7368421052631579,0.47368421052631576,gemma_2b-it,0.0,0.0,-0.26315789473684215,1.0
45,hg90,0.4861111111111111,0.5,0.4444444444444444,gemma_2b-it,14.285714285714285,23.80952380952381,-0.13157894736842102,0.631578947368421
46,hg87,0.4473684210526316,0.5789473684210527,0.47368421052631576,gemma_2b-it,0.0,5.2631578947368425,-0.42105263157894735,1.0
47,hg14,0.6,0.6666666666666666,0.5555555555555556,gemma_2b-it,14.285714285714285,14.285714285714285,-0.33333333333333337,1.0
48,hg03,0.6829268292682927,0.7619047619047619,0.6666666666666666,gemma_2b-it,4.0,4.0,-0.23809523809523814,1.0
49,hg104,0.40789473684210525,0.3684210526315789,0.21052631578947367,gemma_2b-it,4.166666666666667,4.166666666666667,-0.506578947368421,0.875
50,hg59,0.5070422535211268,0.6666666666666666,0.3888888888888889,gemma_2b-it,13.636363636363637,31.81818181818182,-0.33333333333333337,1.0
51,hg60,0.5066666666666667,0.47368421052631576,0.3157894736842105,gemma_2b-it,12.5,0.0,-0.49999999999999994,0.9736842105263157
52,hg77,0.6619718309859155,0.6666666666666666,0.5555555555555556,gemma_2b-it,4.545454545454546,9.090909090909092,-0.33333333333333337,1.0
53,hg73,0.5833333333333334,0.5,0.6111111111111112,gemma_2b-it,23.80952380952381,9.523809523809524,-0.1842105263157895,0.6842105263157895
54,hg64,0.6172839506172839,0.6190476190476191,0.6190476190476191,gemma_2b-it,47.61904761904762,47.61904761904762,-0.1428571428571428,0.7619047619047619
55,hg02,0.8205128205128205,1.0,0.4,gemma_2b-it,20.0,100.0,0.0,1.0
56,hg105,0.4861111111111111,0.4444444444444444,0.3888888888888889,gemma_2b-it,9.090909090909092,4.545454545454546,-0.45029239766081874,0.8947368421052632
57,hg112,0.4305555555555556,0.4444444444444444,0.2777777777777778,gemma_2b-it,0.0,0.0,-0.45029239766081874,0.8947368421052632
58,hg15,0.5454545454545454,0.6,0.45,gemma_2b-it,21.05263157894737,36.8421052631579,-0.35,0.95
59,hg86,0.6625,0.7,0.5,gemma_2b-it,17.391304347826086,13.043478260869565,-0.30000000000000004,1.0
60,hg91,0.7,0.782608695652174,0.4782608695652174,gemma_2b-it,9.090909090909092,31.81818181818182,-0.04347826086956519,0.8260869565217391
61,hg11,0.7662337662337663,0.95,0.6,gemma_2b-it,0.0,13.636363636363637,-0.050000000000000044,1.0
62,hg101,0.5571428571428572,0.6111111111111112,0.5,gemma_2b-it,13.636363636363637,50.00000000000001,-0.02777777777777768,0.6388888888888888
63,hg06,0.46153846153846156,0.35,0.4,gemma_2b-it,0.0,0.0,-0.65,1.0
64,hg95,0.7432432432432432,0.8947368421052632,0.42105263157894735,gemma_2b-it,4.3478260869565215,8.695652173913043,-0.10526315789473684,1.0
65,hg28,0.7088607594936709,0.75,0.6,gemma_2b-it,43.47826086956522,47.826086956521735,-0.19999999999999996,0.95
66,hg82,0.5409836065573771,0.75,0.5,gemma_2b-it,4.166666666666667,20.833333333333336,-0.25,1.0
67,hg65,0.7285714285714285,0.8333333333333334,0.3333333333333333,gemma_2b-it,4.761904761904762,14.285714285714285,-0.05555555555555547,0.8888888888888888
68,hg72,0.6842105263157895,0.7368421052631579,0.5789473684210527,gemma_2b-it,65.21739130434783,26.08695652173913,-0.013157894736842146,0.75
69,hg76,0.547945205479452,0.7368421052631579,0.42105263157894735,gemma_2b-it,50.00000000000001,72.72727272727273,0.1578947368421052,0.5789473684210527
70,hg61,0.5,0.5,0.4375,gemma_2b-it,0.0,27.272727272727273,-0.1470588235294118,0.6470588235294118
71,hg58,0.5555555555555556,0.6111111111111112,0.2777777777777778,gemma_2b-it,21.73913043478261,21.73913043478261,-0.1257309941520467,0.7368421052631579
72,hg71,0.6025641025641025,0.45,0.65,gemma_2b-it,0.0,0.0,-0.49999999999999994,0.95
73,hg66,0.546875,0.5625,0.5625,gemma_2b-it,21.73913043478261,30.43478260869565,-0.0845588235294118,0.6470588235294118
74,hg48,0.6865671641791045,1.0,0.35294117647058826,gemma_2b-it,29.166666666666668,100.0,0.1470588235294118,0.8529411764705882
75,hg62,0.6578947368421053,0.7368421052631579,0.5789473684210527,gemma_2b-it,9.090909090909092,9.090909090909092,-0.16315789473684217,0.9
76,hg75,0.4444444444444444,0.5,0.3888888888888889,gemma_2b-it,20.0,28.0,-0.1842105263157895,0.6842105263157895
77,hg16,0.5,0.47058823529411764,0.47058823529411764,gemma_2b-it,13.636363636363637,18.181818181818183,-0.47058823529411764,0.9411764705882353
78,hg111,0.4157303370786517,0.4782608695652174,0.2608695652173913,gemma_2b-it,0.0,30.43478260869565,-0.13043478260869568,0.6086956521739131
79,hg106,0.6538461538461539,0.6,0.5,gemma_2b-it,16.0,16.0,-0.15000000000000002,0.75
80,hg01,0.746031746031746,1.0,0.25,gemma_2b-it,0.0,100.00000000000001,0.0,1.0
81,hg92,0.6282051282051282,0.8,0.25,gemma_2b-it,4.166666666666667,12.5,-0.1499999999999999,0.95
82,hg38,0.5595238095238095,0.3333333333333333,0.7142857142857143,gemma_2b-it,36.0,12.0,-0.2121212121212121,0.5454545454545454
83,hg85,0.7014925373134329,0.7647058823529411,0.5882352941176471,gemma_2b-it,8.695652173913043,13.043478260869565,-0.23529411764705888,1.0
84,hg05,0.6179775280898876,0.8695652173913043,0.4782608695652174,gemma_2b-it,0.0,8.333333333333334,-0.13043478260869568,1.0
85,hg102,0.4430379746835443,0.5,0.45,gemma_2b-it,16.666666666666668,29.166666666666668,-0.050000000000000044,0.55
86,hg12,0.5882352941176471,0.6818181818181818,0.45454545454545453,gemma_2b-it,4.3478260869565215,8.695652173913043,-0.31818181818181823,1.0
87,hg81,0.6307692307692307,0.7647058823529411,0.5882352941176471,gemma_2b-it,9.523809523809524,14.285714285714285,-0.17647058823529416,0.9411764705882353
88,hg96,0.8533333333333334,0.9473684210526315,0.5263157894736842,gemma_2b-it,10.0,5.0,-0.052631578947368474,1.0
89,hg18,0.8,0.7777777777777778,0.8333333333333334,gemma_2b-it,12.0,16.0,-0.2222222222222222,1.0
90,hg108,0.5303030303030303,0.29411764705882354,0.5882352941176471,gemma_2b-it,44.0,4.0,-0.35294117647058826,0.6470588235294118
91,hg21,0.7215189873417721,0.8,0.45,gemma_2b-it,20.0,24.0,-0.19999999999999996,1.0
92,hg36,0.5972222222222222,0.7222222222222222,0.5,gemma_2b-it,33.333333333333336,71.42857142857143,0.09064327485380119,0.631578947368421
93,hg32,0.8,0.7777777777777778,0.8333333333333334,gemma_2b-it,58.333333333333336,29.166666666666668,-0.19444444444444442,0.9722222222222222
94,hg25,0.6086956521739131,0.5555555555555556,0.4444444444444444,gemma_2b-it,9.090909090909092,4.545454545454546,-0.4444444444444444,1.0
95,hg98,0.6811594202898551,0.7777777777777778,0.5,gemma_2b-it,34.78260869565217,47.826086956521735,-0.05555555555555558,0.8333333333333334
96,hg68,0.5128205128205128,0.45,0.35,gemma_2b-it,32.0,32.0,-0.10000000000000003,0.55
