,concept,listnum,first_quarter,last_quarter,id,overall
190,hg111,L1,0.5652173913043478,1.0,aml,0.8876404494382022
191,hg111,L1,0.34782608695652173,1.0,aof,0.797752808988764
192,hg111,L1,0.5217391304347826,0.43478260869565216,aqy,0.4943820224719101
193,hg111,L1,0.30434782608695654,0.4782608695652174,ate,0.5056179775280899
194,hg111,L1,0.391304347826087,0.5217391304347826,avb,0.47191011235955055
195,hg111,L1,0.34782608695652173,0.4782608695652174,bav,0.4157303370786517
196,hg111,L1,0.43478260869565216,0.6086956521739131,bhj,0.5393258426966292
197,hg111,L1,0.30434782608695654,0.4782608695652174,bhm,0.3707865168539326
198,hg111,L1,0.4782608695652174,0.7391304347826086,bly,0.5842696629213483
199,hg111,L1,0.5652173913043478,0.8260869565217391,bmi,0.6629213483146067
200,hg111,L1,0.43478260869565216,0.9130434782608695,bty,0.7528089887640449
201,hg111,L1,0.391304347826087,1.0,bup,0.8314606741573034
202,hg111,L1,0.4782608695652174,1.0,byb,0.8651685393258427
203,hg111,L1,0.4782608695652174,0.391304347826087,cas,0.4606741573033708
204,hg111,L1,0.30434782608695654,0.9130434782608695,ccf,0.5393258426966292
205,hg111,L1,0.30434782608695654,1.0,cch,0.5955056179775281
206,hg111,L1,0.21739130434782608,0.5217391304347826,ceb,0.4157303370786517
207,hg111,L1,0.391304347826087,0.6521739130434783,cfw,0.5280898876404494
208,hg111,L1,0.17391304347826086,0.391304347826087,clx,0.3707865168539326
209,hg111,L1,0.391304347826087,0.6086956521739131,cmt,0.42696629213483145
210,hg111,L2,0.9130434782608695,1.0,aaj,0.9438202247191011
211,hg111,L2,0.391304347826087,0.34782608695652173,aax,0.48314606741573035
212,hg111,L2,0.6956521739130435,1.0,acx,0.8651685393258427
213,hg111,L2,0.6956521739130435,0.5217391304347826,agu,0.5842696629213483
214,hg111,L2,0.7391304347826086,0.7391304347826086,ahb,0.6179775280898876
215,hg111,L2,0.5652173913043478,0.5652173913043478,aib,0.4943820224719101
216,hg111,L2,0.6521739130434783,0.6521739130434783,ajt,0.5842696629213483
217,hg111,L2,0.6086956521739131,1.0,alj,0.8764044943820225
218,hg111,L2,0.5652173913043478,0.4782608695652174,alp,0.4943820224719101
219,hg111,L2,0.6956521739130435,0.6956521739130435,aok,0.5393258426966292
220,hg111,L2,0.5217391304347826,0.5652173913043478,avv,0.48314606741573035
221,hg111,L2,0.782608695652174,0.6086956521739131,azp,0.6404494382022472
222,hg111,L2,0.5652173913043478,0.6086956521739131,bct,0.5280898876404494
223,hg111,L2,0.6956521739130435,0.6956521739130435,bfp,0.6067415730337079
224,hg111,L2,0.5652173913043478,0.4782608695652174,bgm,0.5056179775280899
225,hg111,L2,0.7391304347826086,0.9130434782608695,bqs,0.6629213483146067
226,hg111,L2,0.5217391304347826,0.4782608695652174,btn,0.5168539325842697
227,hg111,L2,0.6956521739130435,0.8695652173913043,bvh,0.6966292134831461
228,hg111,L2,0.6086956521739131,0.4782608695652174,cgi,0.5168539325842697
229,hg111,L2,0.5652173913043478,0.4782608695652174,chv,0.5168539325842697
230,hg111,L2,0.6086956521739131,0.6521739130434783,cjs,0.5056179775280899
231,hg111,L2,0.5652173913043478,0.782608695652174,ckr,0.651685393258427
232,hg111,L2,0.7391304347826086,0.4782608695652174,cme,0.5056179775280899
233,hg68,L1,0.5263157894736842,0.8421052631578947,ach,0.6
234,hg68,L1,0.5789473684210527,0.7368421052631579,aea,0.6133333333333333
235,hg68,L1,0.5263157894736842,0.47368421052631576,ahl,0.5333333333333333
236,hg68,L1,0.3684210526315789,0.6842105263157895,aih,0.5866666666666667
237,hg68,L1,0.5789473684210527,0.7368421052631579,aju,0.6
238,hg68,L1,0.3684210526315789,0.8421052631578947,aki,0.6533333333333333
239,hg68,L1,0.631578947368421,0.631578947368421,akp,0.56
240,hg68,L1,0.47368421052631576,0.8421052631578947,ang,0.6133333333333333
241,hg68,L1,0.5263157894736842,0.6842105263157895,anm,0.5466666666666666
242,hg68,L1,0.47368421052631576,0.6842105263157895,apc,0.56
243,hg68,L1,0.47368421052631576,0.8421052631578947,arb,0.6666666666666666
244,hg68,L1,0.21052631578947367,0.7894736842105263,atb,0.48
245,hg68,L1,0.7368421052631579,0.6842105263157895,atl,0.5466666666666666
246,hg68,L1,0.2631578947368421,0.6842105263157895,axe,0.5066666666666667
247,hg68,L1,0.42105263157894735,0.631578947368421,axj,0.5866666666666667
248,hg68,L1,0.2631578947368421,0.631578947368421,azp,0.4666666666666667
249,hg68,L1,0.5789473684210527,0.8421052631578947,baq,0.6666666666666666
250,hg68,L1,0.47368421052631576,0.8947368421052632,brh,0.68
251,hg68,L1,0.2631578947368421,0.7368421052631579,bto,0.5333333333333333
252,hg68,L1,0.47368421052631576,0.631578947368421,bty,0.52
253,hg68,L1,0.42105263157894735,1.0,bxc,0.76
254,hg68,L1,0.5789473684210527,0.8421052631578947,bxu,0.64
255,hg68,L1,0.5789473684210527,0.5263157894736842,cje,0.4666666666666667
256,hg68,L1,0.3684210526315789,0.9473684210526315,ckr,0.76
257,hg68,L1,0.3684210526315789,0.8947368421052632,clz,0.68
258,hg68,L1,0.42105263157894735,0.8421052631578947,cmk,0.6266666666666667
259,hg68,L2,0.45,0.7,afc,0.6282051282051282
260,hg68,L2,0.7,0.75,ahn,0.6025641025641025
261,hg68,L2,0.75,0.6,ahv,0.782051282051282
262,hg68,L2,0.6,0.4,alu,0.5897435897435898
263,hg68,L2,0.5,0.45,alw,0.6666666666666666
264,hg68,L2,0.55,0.4,amh,0.5384615384615384
265,hg68,L2,0.65,0.45,arp,0.5512820512820513
266,hg68,L2,0.55,0.6,awc,0.6025641025641025
267,hg68,L2,0.65,0.55,azf,0.5
268,hg68,L2,0.5,0.35,bam,0.47435897435897434
269,hg68,L2,0.45,0.5,bct,0.47435897435897434
270,hg68,L2,0.55,0.55,bdf,0.5128205128205128
271,hg68,L2,0.65,0.35,bgb,0.5512820512820513
272,hg68,L2,0.55,0.5,bhc,0.5128205128205128
273,hg68,L2,0.9,0.8,bhm,0.8461538461538461
274,hg68,L2,0.6,0.65,bpo,0.5769230769230769
275,hg68,L2,0.45,0.55,bsx,0.44871794871794873
276,hg68,L2,0.55,0.3,btk,0.4230769230769231
277,hg68,L2,0.6,0.35,bzm,0.46153846153846156
278,hg68,L2,0.5,0.7,cbh,0.5769230769230769
279,hg68,L2,0.65,0.7,cfm,0.6153846153846154
280,hg68,L2,0.85,0.7,chc,0.8076923076923077
281,hg68,L2,0.8,0.6,chy,0.6666666666666666
282,hg68,L2,0.5,0.6,ckf,0.6666666666666666
283,hg68,L2,0.9,0.8,clu,0.7948717948717948
284,hg108,L1,0.5909090909090909,0.5909090909090909,abm,0.5294117647058824
285,hg108,L1,0.5,0.5454545454545454,ach,0.49411764705882355
286,hg108,L1,0.5454545454545454,0.8181818181818182,acq,0.7058823529411765
287,hg108,L1,0.45454545454545453,0.7272727272727273,adq,0.6470588235294118
288,hg108,L1,0.5,0.5,aew,0.5176470588235295
289,hg108,L1,0.6363636363636364,0.6818181818181818,aio,0.6588235294117647
290,hg108,L1,0.6818181818181818,0.5454545454545454,ajb,0.5176470588235295
291,hg108,L1,0.5,0.7727272727272727,ane,0.6823529411764706
292,hg108,L1,0.45454545454545453,0.7727272727272727,aux,0.5529411764705883
293,hg108,L1,0.5,0.6363636363636364,bag,0.5764705882352941
294,hg108,L1,0.5909090909090909,0.5,bav,0.5176470588235295
295,hg108,L1,0.5454545454545454,0.8181818181818182,bhm,0.7529411764705882
296,hg108,L1,0.5,0.6363636363636364,bkd,0.5882352941176471
297,hg108,L1,0.45454545454545453,0.7727272727272727,brh,0.6705882352941176
298,hg108,L1,0.5,0.5,bty,0.5058823529411764
299,hg108,L1,0.4090909090909091,0.7727272727272727,bzf,0.5882352941176471
300,hg108,L1,0.5,0.5,bzg,0.4823529411764706
301,hg108,L1,0.5,0.8636363636363636,bzl,0.7647058823529411
302,hg108,L1,0.4090909090909091,0.5,bzz,0.5176470588235295
303,hg108,L1,0.5454545454545454,0.6363636363636364,cdg,0.611764705882353
304,hg108,L1,0.7272727272727273,0.4090909090909091,ceb,0.5176470588235295
305,hg108,L1,0.5909090909090909,0.7272727272727273,cec,0.6470588235294118
306,hg108,L1,0.6363636363636364,0.7272727272727273,ckg,0.611764705882353
307,hg108,L1,0.5454545454545454,0.8181818181818182,ckr,0.6941176470588235
308,hg108,L2,0.5294117647058824,0.7058823529411765,abx,0.6363636363636364
309,hg108,L2,0.6470588235294118,0.7058823529411765,abz,0.7121212121212122
310,hg108,L2,0.6470588235294118,0.47058823529411764,agu,0.5151515151515151
311,hg108,L2,0.4117647058823529,0.5294117647058824,aib,0.4696969696969697
312,hg108,L2,0.47058823529411764,0.47058823529411764,aog,0.5
313,hg108,L2,0.5294117647058824,0.5882352941176471,asn,0.5757575757575758
314,hg108,L2,0.6470588235294118,0.5294117647058824,avb,0.5303030303030303
315,hg108,L2,0.5294117647058824,0.6470588235294118,awm,0.5757575757575758
316,hg108,L2,0.8235294117647058,1.0,aws,0.9393939393939394
317,hg108,L2,0.4117647058823529,0.35294117647058826,azp,0.4696969696969697
318,hg108,L2,0.4117647058823529,0.7058823529411765,bdn,0.5151515151515151
319,hg108,L2,0.29411764705882354,0.5882352941176471,bea,0.5757575757575758
320,hg108,L2,0.7058823529411765,0.6470588235294118,beh,0.6060606060606061
321,hg108,L2,0.5294117647058824,0.47058823529411764,bgm,0.5303030303030303
322,hg108,L2,0.5294117647058824,0.7647058823529411,bii,0.696969696969697
323,hg108,L2,0.35294117647058826,0.47058823529411764,bqq,0.5
324,hg108,L2,0.5882352941176471,0.8235294117647058,bse,0.6666666666666666
325,hg108,L2,0.7058823529411765,0.8823529411764706,bup,0.8333333333333334
326,hg108,L2,0.35294117647058826,0.5882352941176471,bwy,0.5
327,hg108,L2,0.47058823529411764,0.35294117647058826,bxy,0.42424242424242425
328,hg108,L2,0.5294117647058824,0.29411764705882354,byb,0.48484848484848486
329,hg108,L2,0.4117647058823529,0.7647058823529411,ckj,0.6666666666666666
330,hg108,L2,0.35294117647058826,0.8235294117647058,ckw,0.5757575757575758
331,hg108,L2,0.35294117647058826,0.8235294117647058,ckx,0.5757575757575758
332,hg108,L2,0.5882352941176471,0.8823529411764706,clc,0.7272727272727273
333,hg101,L1,0.3157894736842105,0.7368421052631579,aaj,0.47368421052631576
334,hg101,L1,0.5789473684210527,0.5789473684210527,aax,0.5263157894736842
335,hg101,L1,0.5263157894736842,0.6842105263157895,acx,0.5131578947368421
336,hg101,L1,0.3684210526315789,0.6842105263157895,agu,0.4342105263157895
337,hg101,L1,0.5789473684210527,0.631578947368421,ahb,0.5526315789473685
338,hg101,L1,0.3684210526315789,0.5263157894736842,ahy,0.4473684210526316
339,hg101,L1,0.631578947368421,0.5789473684210527,aib,0.5263157894736842
340,hg101,L1,0.47368421052631576,0.47368421052631576,aki,0.5131578947368421
341,hg101,L1,0.5263157894736842,0.5263157894736842,akr,0.5131578947368421
342,hg101,L1,0.47368421052631576,0.8947368421052632,atb,0.5263157894736842
343,hg101,L1,0.6842105263157895,0.631578947368421,azk,0.5789473684210527
344,hg101,L1,0.3684210526315789,0.8947368421052632,bbr,0.6052631578947368
345,hg101,L1,0.3157894736842105,0.5789473684210527,bct,0.47368421052631576
346,hg101,L1,0.5263157894736842,0.7894736842105263,bfs,0.5394736842105263
347,hg101,L1,0.47368421052631576,0.6842105263157895,bhc,0.5394736842105263
348,hg101,L1,0.631578947368421,1.0,blz,0.881578947368421
349,hg101,L1,0.5263157894736842,0.7368421052631579,bty,0.5526315789473685
350,hg101,L1,0.42105263157894735,0.5263157894736842,bwb,0.5131578947368421
351,hg101,L1,0.47368421052631576,0.6842105263157895,cat,0.5921052631578947
352,hg101,L1,0.5263157894736842,1.0,cch,0.881578947368421
353,hg101,L1,0.631578947368421,1.0,cfx,0.6842105263157895
354,hg101,L1,0.3684210526315789,0.6842105263157895,cls,0.42105263157894735
355,hg101,L2,0.6111111111111112,1.0,aby,0.8714285714285714
356,hg101,L2,0.6111111111111112,0.6666666666666666,ach,0.6
357,hg101,L2,0.5,0.5,adc,0.5714285714285714
358,hg101,L2,0.5555555555555556,0.5,ads,0.6142857142857143
359,hg101,L2,0.4444444444444444,0.6111111111111112,aee,0.5714285714285714
360,hg101,L2,0.5,0.4444444444444444,afs,0.5571428571428572
361,hg101,L2,0.5,0.6666666666666666,akb,0.6
362,hg101,L2,0.6666666666666666,0.4444444444444444,apa,0.6428571428571429
363,hg101,L2,0.6111111111111112,0.7222222222222222,ass,0.7285714285714285
364,hg101,L2,0.5555555555555556,0.6111111111111112,aul,0.6714285714285714
365,hg101,L2,0.6111111111111112,0.8333333333333334,avi,0.7714285714285715
366,hg101,L2,0.6666666666666666,0.5555555555555556,awu,0.7142857142857143
367,hg101,L2,0.6666666666666666,0.5555555555555556,azj,0.5571428571428572
368,hg101,L2,0.6666666666666666,0.7222222222222222,bkv,0.6428571428571429
369,hg101,L2,0.7222222222222222,0.8333333333333334,bmi,0.7285714285714285
370,hg101,L2,0.5555555555555556,1.0,bqc,0.8857142857142857
371,hg101,L2,0.6111111111111112,0.8333333333333334,bse,0.7142857142857143
372,hg101,L2,0.5,0.6111111111111112,bvz,0.6428571428571429
373,hg101,L2,0.5555555555555556,0.5,byb,0.4857142857142857
374,hg101,L2,0.6666666666666666,0.6666666666666666,bza,0.6285714285714286
375,hg101,L2,0.5,0.5555555555555556,ccp,0.5857142857142857
376,hg101,L2,0.5,0.8333333333333334,clc,0.6857142857142857
377,hg74,L2,0.6086956521739131,1.0,aav,0.8478260869565217
378,hg74,L2,0.4782608695652174,0.8695652173913043,abm,0.6739130434782609
379,hg74,L2,0.4782608695652174,0.6521739130434783,adp,0.5108695652173914
