,Unnamed: 0,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,concept_num,set,model_answer,to_annotate,code_eval,human_lq,chance,coverage_manual_code,full_coverage_manual_code,consistency
10,1635,larger than all other objects,False,76,25,0,0,23,0.0084155630275972,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply2(size-geq,x.o), x.s)))""
",strictly larger than all other objects,"def is_rule(obj):
    return np.sum([obj.size_num <= x.size_num for x in obj.current_set.objs]) == 1",medium green circle,hg29,25,False,True,False,0.9021739130434784,0.6591058514135437,1.0,1.0,True
11,1636,larger than all other objects,False,77,25,1,20,3,0.8823822223617981,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply2(size-geq,x.o), x.s)))""
",strictly larger than all other objects,"def is_rule(obj):
    return np.sum([obj.size_num <= x.size_num for x in obj.current_set.objs]) == 1",large yellow triangle,hg29,25,True,True,True,0.9021739130434784,0.6591058514135437,1.0,1.0,True
12,7528,does not exist another object with same shape and color,False,74,25,1,19,2,0.9965359648787172,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply3(same_shape,x.o), filter(apply3(same_color,x.o), x.s))))""
",same color as (the unique object with the same shape and color),"def is_rule(obj):
    return np.sum([obj.shape == x.shape and obj.color == x.color for x in obj.current_set.objs]) == 1",small blue rectangle,hg71,25,True,False,True,0.8738095238095237,0.7396449704142012,1.0,1.0,True
13,7529,does not exist another object with same shape and color,False,75,25,1,20,1,0.9094713675750654,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply3(same_shape,x.o), filter(apply3(same_color,x.o), x.s))))""
",same color as (the unique object with the same shape and color),"def is_rule(obj):
    return np.sum([obj.shape == x.shape and obj.color == x.color for x in obj.current_set.objs]) == 1",medium green triangle,hg71,25,True,False,True,0.8738095238095237,0.7396449704142012,1.0,1.0,True
14,7530,does not exist another object with same shape and color,False,76,25,1,18,3,0.8766363120158758,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply3(same_shape,x.o), filter(apply3(same_color,x.o), x.s))))""
",same color as (the unique object with the same shape and color),"def is_rule(obj):
    return np.sum([obj.shape == x.shape and obj.color == x.color for x in obj.current_set.objs]) == 1",medium yellow triangle,hg71,25,True,False,True,0.8738095238095237,0.7396449704142012,1.0,1.0,True
15,7531,does not exist another object with same shape and color,False,77,25,1,20,1,0.997805315335313,"""λx.apply1(apply2(same_color,x.o),iota(filter(apply3(same_shape,x.o), filter(apply3(same_color,x.o), x.s))))""
",same color as (the unique object with the same shape and color),"def is_rule(obj):
    return np.sum([obj.shape == x.shape and obj.color == x.color for x in obj.current_set.objs]) == 1",medium green circle,hg71,25,True,False,True,0.8738095238095237,0.7396449704142012,1.0,1.0,True
16,4914,one of the largest or smallest,False,76,25,1,20,1,0.995593966438264,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue rectangle,hg26,25,True,False,True,0.8571428571428571,0.7958579881656804,0.881578947368421,0.8846153846153846,True
17,4915,one of the largest or smallest,False,77,25,1,18,3,0.8394074299162639,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,hg26,25,True,False,True,0.8571428571428571,0.7958579881656804,0.881578947368421,0.8846153846153846,True
18,1556,same shape as a blue or green object,False,73,25,0,6,14,0.7890876338781254,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,hg39,25,True,False,True,0.8724999999999999,0.7714681440443214,0.8767123287671232,0.868421052631579,True
19,1557,same shape as a blue or green object,False,74,25,1,18,2,0.9450166195455268,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,hg39,25,True,False,True,0.8724999999999999,0.7714681440443214,0.8767123287671232,0.868421052631579,True
20,1558,same shape as a blue or green object,False,75,25,1,20,0,0.9873038268912068,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green triangle,hg39,25,True,False,True,0.8724999999999999,0.7714681440443214,0.8767123287671232,0.868421052631579,True
21,2866,same shape as an object that is blue or green,False,87,25,0,10,12,0.6832824366304067,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow circle,hg91,25,True,False,True,0.8517786561264825,0.7854320987654322,0.8850574712643678,0.8777777777777778,True
22,2867,same shape as an object that is blue or green,False,88,25,1,19,3,0.9962395162428948,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,hg91,25,True,False,True,0.8517786561264825,0.7854320987654322,0.8850574712643678,0.8777777777777778,True
23,2868,same shape as an object that is blue or green,False,89,25,1,18,4,0.9987651099548884,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,hg91,25,True,False,True,0.8517786561264825,0.7854320987654322,0.8850574712643678,0.8777777777777778,True
24,7852,exactly one blue object that is the same shape excluding this object,False,76,25,0,0,23,0.0485535837630095,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg106,25,False,False,False,0.733904761904762,0.6738987508218278,0.7894736842105263,0.7948717948717948,True
25,7853,exactly one blue object that is the same shape excluding this object,False,77,25,0,3,20,0.1024505564078026,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg106,25,False,False,False,0.733904761904762,0.6738987508218278,0.7894736842105263,0.7948717948717948,True
26,543,all objects of the same shape are blue,False,75,25,0,0,24,0.0158037902497198,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg109,25,False,False,False,0.8705882352941177,0.7054569362261669,0.8133333333333334,0.8205128205128205,True
27,544,all objects of the same shape are blue,False,76,25,0,1,23,0.0176798090762986,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg109,25,False,False,False,0.8705882352941177,0.7054569362261669,0.8133333333333334,0.8205128205128205,True
28,545,all objects of the same shape are blue,False,77,25,0,10,14,0.6947781220801517,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg109,25,True,False,False,0.8705882352941177,0.7054569362261669,0.8133333333333334,0.8205128205128205,False
29,8302,at least one other object of the same shape is blue,False,67,25,0,5,19,0.0494685518467576,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg110,25,False,False,False,0.6033684210526316,0.78125,0.8805970149253731,0.875,True
30,8303,at least one other object of the same shape is blue,False,68,25,0,14,10,0.1117843490287668,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg110,25,False,False,False,0.6033684210526316,0.78125,0.8805970149253731,0.875,True
31,8304,at least one other object of the same shape is blue,False,69,25,0,8,16,0.1301194940072036,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg110,25,False,False,False,0.6033684210526316,0.78125,0.8805970149253731,0.875,True
32,8305,at least one other object of the same shape is blue,False,70,25,1,3,21,0.0549353999932691,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg110,25,False,False,False,0.6033684210526316,0.78125,0.8805970149253731,0.875,True
33,8306,at least one other object of the same shape is blue,False,71,25,0,11,13,0.0939221593563388,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,hg110,25,False,False,False,0.6033684210526316,0.78125,0.8805970149253731,0.875,True
34,884,unique largest and blue,False,67,25,0,6,15,0.1061824162610491,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg30,25,False,False,False,0.8771929824561404,0.8024691358024691,0.8805970149253731,0.8888888888888888,True
35,885,unique largest and blue,False,68,25,0,5,16,0.0643394050144934,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg30,25,False,False,False,0.8771929824561404,0.8024691358024691,0.8805970149253731,0.8888888888888888,True
36,886,unique largest and blue,False,69,25,0,1,20,0.0141814019597177,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg30,25,False,False,False,0.8771929824561404,0.8024691358024691,0.8805970149253731,0.8888888888888888,True
37,887,unique largest and blue,False,70,25,0,0,21,0.0253490224864663,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg30,25,False,False,False,0.8771929824561404,0.8024691358024691,0.8805970149253731,0.8888888888888888,True
38,888,unique largest and blue,False,71,25,0,1,20,0.0388212401727514,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg30,25,False,False,False,0.8771929824561404,0.8024691358024691,0.8805970149253731,0.8888888888888888,True
39,5516,(not blue) and same shape as a blue object,False,75,25,1,11,12,0.531604582467935,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg40,25,True,False,False,0.7565217391304349,0.6218554718795064,0.7466666666666667,0.7468354430379747,False
40,5517,(not blue) and same shape as a blue object,False,76,25,0,4,19,0.178223080262228,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg40,25,False,False,False,0.7565217391304349,0.6218554718795064,0.7466666666666667,0.7468354430379747,True
41,5518,(not blue) and same shape as a blue object,False,77,25,0,2,21,0.0193601709353288,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg40,25,False,False,False,0.7565217391304349,0.6218554718795064,0.7466666666666667,0.7468354430379747,True
42,5519,(not blue) and same shape as a blue object,False,78,25,0,5,18,0.085769448902397,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg40,25,False,False,False,0.7565217391304349,0.6218554718795064,0.7466666666666667,0.7468354430379747,True
43,6213,green and same shape as a blue object,False,78,25,1,15,7,0.3573906566901996,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg42,25,False,False,False,0.8419913419913421,0.752649150820148,0.8589743589743589,0.8554216867469879,True
44,6214,green and same shape as a blue object,False,79,25,0,14,8,0.2084074414651695,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg42,25,False,False,False,0.8419913419913421,0.752649150820148,0.8589743589743589,0.8554216867469879,True
45,6215,green and same shape as a blue object,False,80,25,0,1,21,0.0149165140652485,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg42,25,False,False,False,0.8419913419913421,0.752649150820148,0.8589743589743589,0.8554216867469879,True
46,6216,green and same shape as a blue object,False,81,25,0,12,10,0.2392297981035653,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg42,25,False,False,False,0.8419913419913421,0.752649150820148,0.8589743589743589,0.8554216867469879,True
47,6217,green and same shape as a blue object,False,82,25,0,1,21,0.0115533479468012,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg42,25,False,False,False,0.8419913419913421,0.752649150820148,0.8589743589743589,0.8554216867469879,True
48,5229,same shape as the unique largest,False,76,25,0,1,23,0.0262169798542117,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg44,25,False,True,False,0.6619999999999999,0.6449704142011834,0.7763157894736842,0.7692307692307693,True
49,5230,same shape as the unique largest,False,77,25,1,6,18,0.2609695695315395,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg44,25,False,True,False,0.6619999999999999,0.6449704142011834,0.7763157894736842,0.7692307692307693,True
50,744,same shape as one of the unique largest that is not itself,False,62,25,0,8,15,0.053669898089538,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg48,25,False,False,False,0.8274509803921569,0.8369347293383826,0.9032258064516129,0.9104477611940298,True
51,745,same shape as one of the unique largest that is not itself,False,63,25,0,1,22,0.0499595985692167,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg48,25,False,False,False,0.8274509803921569,0.8369347293383826,0.9032258064516129,0.9104477611940298,True
52,746,same shape as one of the unique largest that is not itself,False,64,25,0,3,20,0.1401173667508146,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg48,25,False,False,False,0.8274509803921569,0.8369347293383826,0.9032258064516129,0.9104477611940298,True
53,747,same shape as one of the unique largest that is not itself,False,65,25,0,2,21,0.1232952249948766,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg48,25,False,False,False,0.8274509803921569,0.8369347293383826,0.9032258064516129,0.9104477611940298,True
54,748,same shape as one of the unique largest that is not itself,False,66,25,0,1,22,0.0679950924857166,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg48,25,False,False,False,0.8274509803921569,0.8369347293383826,0.9032258064516129,0.9104477611940298,True
55,2097,blue and no other object is blue,False,71,25,0,1,23,0.0173743795269274,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg50,25,False,False,False,0.8771929824561404,0.8071585098612126,0.8873239436619719,0.8918918918918919,True
56,2098,blue and no other object is blue,False,72,25,0,2,22,0.0369052356217025,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg50,25,False,False,False,0.8771929824561404,0.8071585098612126,0.8873239436619719,0.8918918918918919,True
57,2099,blue and no other object is blue,False,73,25,0,0,24,0.0438056688011556,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg50,25,False,False,False,0.8771929824561404,0.8071585098612126,0.8873239436619719,0.8918918918918919,True
58,963,unique circle,False,74,25,0,0,23,0.0040701103507672,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg51,25,False,False,False,0.8804347826086957,0.7981092773593976,0.8783783783783784,0.8860759493670886,True
59,964,unique circle,False,75,25,0,12,11,0.3727260293510426,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg51,25,False,False,False,0.8804347826086957,0.7981092773593976,0.8783783783783784,0.8860759493670886,True
60,965,unique circle,False,76,25,0,0,23,0.0200694556575626,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg51,25,False,False,False,0.8804347826086957,0.7981092773593976,0.8783783783783784,0.8860759493670886,True
61,966,unique circle,False,77,25,0,3,20,0.556561987127111,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg51,25,True,False,False,0.8804347826086957,0.7981092773593976,0.8783783783783784,0.8860759493670886,False
62,967,unique circle,False,78,25,0,1,22,0.0178045521911371,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg51,25,False,False,False,0.8804347826086957,0.7981092773593976,0.8783783783783784,0.8860759493670886,True
63,5597,(blue or green) and no other object is blue or green,False,77,25,0,0,22,0.0331323915405619,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg52,25,False,False,False,0.9090909090909092,0.9506489344656304,0.974025974025974,0.9746835443037974,True
64,5598,(blue or green) and no other object is blue or green,False,78,25,0,0,22,0.1243313079695553,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg52,25,False,False,False,0.9090909090909092,0.9506489344656304,0.974025974025974,0.9746835443037974,True
65,3231,the unique object that is (blue and circle),False,61,25,0,1,22,0.0377038132892266,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg53,25,False,False,False,0.959079283887468,0.9403550295857988,0.9672131147540983,0.9692307692307692,True
66,3232,the unique object that is (blue and circle),False,62,25,0,1,22,0.1255626279959187,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg53,25,False,False,False,0.959079283887468,0.9403550295857988,0.9672131147540983,0.9692307692307692,True
67,3233,the unique object that is (blue and circle),False,63,25,0,1,22,0.0322437901774037,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg53,25,False,False,False,0.959079283887468,0.9403550295857988,0.9672131147540983,0.9692307692307692,True
68,3234,the unique object that is (blue and circle),False,64,25,0,0,23,0.0170866711637245,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg53,25,False,False,False,0.959079283887468,0.9403550295857988,0.9672131147540983,0.9692307692307692,True
69,1117,(blue or circle) and no other object is (blue or circle),False,86,25,0,0,24,0.0136375228455563,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg54,25,False,False,False,0.947463768115942,0.9565432098765432,0.9767441860465116,0.9777777777777777,True
70,1118,(blue or circle) and no other object is (blue or circle),False,87,25,0,1,23,0.0107953288692215,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg54,25,False,False,False,0.947463768115942,0.9565432098765432,0.9767441860465116,0.9777777777777777,True
71,1119,(blue or circle) and no other object is (blue or circle),False,88,25,0,1,23,0.0109665404135057,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg54,25,False,False,False,0.947463768115942,0.9565432098765432,0.9767441860465116,0.9777777777777777,True
72,1120,(blue or circle) and no other object is (blue or circle),False,89,25,0,1,23,0.0257536601353649,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg54,25,False,False,False,0.947463768115942,0.9565432098765432,0.9767441860465116,0.9777777777777777,True
73,3531,same shape and color as another object,False,68,25,0,1,20,0.0591139789761427,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg65,25,False,False,False,0.9153439153439152,0.8432653061224489,0.9117647058823529,0.9142857142857143,True
74,3532,same shape and color as another object,False,69,25,0,0,21,0.0457117932093069,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg65,25,False,False,False,0.9153439153439152,0.8432653061224489,0.9117647058823529,0.9142857142857143,True
75,2315,same shape as another object that is blue,False,72,25,0,12,11,0.1391259594296343,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg72,25,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
76,2316,same shape as another object that is blue,False,73,25,0,2,21,0.0364522229864405,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg72,25,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
77,2317,same shape as another object that is blue,False,74,25,0,2,21,0.0608077307160783,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg72,25,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
78,2318,same shape as another object that is blue,False,75,25,0,5,18,0.095553256613357,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg72,25,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
79,3169,unique blue object,False,77,25,1,20,4,0.6090095936950775,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg92,25,True,False,False,0.9270833333333334,0.7577251808021039,0.8701298701298701,0.8589743589743589,False
80,4833,the unique element and is (blue or circle),False,74,25,0,1,21,0.0340895956856002,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg93,25,False,False,False,0.8795454545454544,0.8814292581317096,0.9324324324324325,0.9367088607594937,True
81,4834,the unique element and is (blue or circle),False,75,25,0,1,21,0.0236997978585122,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg93,25,False,False,False,0.8795454545454544,0.8814292581317096,0.9324324324324325,0.9367088607594937,True
82,4835,the unique element and is (blue or circle),False,76,25,0,1,21,0.024518330155729,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg93,25,False,False,False,0.8795454545454544,0.8814292581317096,0.9324324324324325,0.9367088607594937,True
