,Unnamed: 0,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,concept_num,set,data_answer,model_answer,to_annotate,code_eval,human_lq,chance,coverage_manual_code,full_coverage_manual_code,consistency
21,335.0,blue and same shape as another object,False,21.0,8.0,0.0,4.0,19.0,0.0595837503162783,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg62,8.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.85,0.8421052631578947,True
22,336.0,blue and same shape as another object,False,22.0,8.0,0.0,2.0,21.0,0.0521086907154995,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg62,8.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.85,0.8421052631578947,True
23,337.0,blue and same shape as another object,False,23.0,9.0,0.0,0.0,23.0,0.1288751780650727,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg62,9.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8695652173913043,0.8421052631578947,True
24,338.0,blue and same shape as another object,False,24.0,9.0,0.0,8.0,15.0,0.4385301453719421,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg62,9.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8695652173913043,0.8421052631578947,True
25,339.0,blue and same shape as another object,False,25.0,9.0,1.0,12.0,11.0,0.3563367093685201,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg62,9.0,True,False,True,False,0.8727272727272727,0.7340720221606647,0.8695652173913043,0.8421052631578947,True
26,340.0,blue and same shape as another object,False,26.0,9.0,0.0,0.0,23.0,0.122211583025205,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg62,9.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8695652173913043,0.8421052631578947,True
27,341.0,blue and same shape as another object,False,27.0,9.0,0.0,2.0,21.0,0.0137419039925816,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg62,9.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8695652173913043,0.8421052631578947,True
28,342.0,blue and same shape as another object,False,28.0,10.0,0.0,0.0,22.0,0.0325177336833348,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg62,10.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8571428571428571,0.8421052631578947,True
29,343.0,blue and same shape as another object,False,29.0,11.0,0.0,11.0,11.0,0.3658005283722332,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg62,11.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8620689655172413,0.8421052631578947,True
30,344.0,blue and same shape as another object,False,30.0,11.0,0.0,2.0,20.0,0.11217468115683,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg62,11.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8620689655172413,0.8421052631578947,True
31,345.0,blue and same shape as another object,False,31.0,11.0,0.0,16.0,6.0,0.4220435026741143,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg62,11.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8620689655172413,0.8421052631578947,True
32,346.0,blue and same shape as another object,False,32.0,11.0,0.0,2.0,20.0,0.0997224784574655,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg62,11.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8620689655172413,0.8421052631578947,True
33,347.0,blue and same shape as another object,False,33.0,12.0,0.0,4.0,18.0,0.0520056257580563,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg62,12.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8787878787878788,0.8421052631578947,True
34,348.0,blue and same shape as another object,False,34.0,12.0,1.0,15.0,7.0,0.1844449262928265,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,hg62,12.0,True,False,True,False,0.8727272727272727,0.7340720221606647,0.8787878787878788,0.8421052631578947,True
35,349.0,blue and same shape as another object,False,35.0,12.0,0.0,3.0,19.0,0.208347566322459,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg62,12.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8787878787878788,0.8421052631578947,True
36,350.0,blue and same shape as another object,False,36.0,12.0,0.0,1.0,21.0,0.0601166254662075,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg62,12.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8787878787878788,0.8421052631578947,True
37,351.0,blue and same shape as another object,False,37.0,13.0,1.0,4.0,18.0,0.3514077177649142,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,hg62,13.0,True,False,True,False,0.8727272727272727,0.7340720221606647,0.8648648648648649,0.8421052631578947,True
38,352.0,blue and same shape as another object,False,38.0,13.0,0.0,1.0,21.0,0.0146522383538467,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg62,13.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8648648648648649,0.8421052631578947,True
39,353.0,blue and same shape as another object,False,39.0,13.0,0.0,1.0,21.0,0.0227401078687989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg62,13.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8648648648648649,0.8421052631578947,True
40,354.0,blue and same shape as another object,False,40.0,13.0,0.0,0.0,22.0,0.030200073084643,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg62,13.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8648648648648649,0.8421052631578947,True
41,355.0,blue and same shape as another object,False,41.0,14.0,0.0,1.0,21.0,0.0087888338358652,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg62,14.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8536585365853658,0.8421052631578947,True
42,356.0,blue and same shape as another object,False,42.0,14.0,1.0,18.0,4.0,0.3944630510900424,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg62,14.0,True,False,True,False,0.8727272727272727,0.7340720221606647,0.8536585365853658,0.8421052631578947,True
43,357.0,blue and same shape as another object,False,43.0,15.0,0.0,2.0,20.0,0.0335976128824313,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg62,15.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8372093023255814,0.8421052631578947,True
44,358.0,blue and same shape as another object,False,44.0,15.0,1.0,17.0,5.0,0.7500312168357368,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,hg62,15.0,True,True,True,False,0.8727272727272727,0.7340720221606647,0.8372093023255814,0.8421052631578947,False
45,359.0,blue and same shape as another object,False,45.0,15.0,0.0,1.0,21.0,0.0346233830830442,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg62,15.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8372093023255814,0.8421052631578947,True
46,360.0,blue and same shape as another object,False,46.0,16.0,0.0,2.0,20.0,0.0140695330585458,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium yellow triangle,hg62,16.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.9130434782608695,0.881578947368421,True
47,361.0,blue and same shape as another object,False,47.0,17.0,0.0,1.0,21.0,0.0409502770626204,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg62,17.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8297872340425532,0.8421052631578947,True
48,362.0,blue and same shape as another object,False,48.0,17.0,0.0,1.0,21.0,0.0109251527360356,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg62,17.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8297872340425532,0.8421052631578947,True
49,363.0,blue and same shape as another object,False,49.0,18.0,1.0,18.0,4.0,0.5685655835250145,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg62,18.0,True,True,True,False,0.8727272727272727,0.7340720221606647,0.8367346938775511,0.8421052631578947,False
50,364.0,blue and same shape as another object,False,50.0,18.0,1.0,9.0,13.0,0.4168364729224549,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg62,18.0,True,False,True,False,0.8727272727272727,0.7340720221606647,0.8367346938775511,0.8421052631578947,True
51,365.0,blue and same shape as another object,False,51.0,18.0,0.0,1.0,21.0,0.0225150475093869,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg62,18.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8367346938775511,0.8421052631578947,True
52,366.0,blue and same shape as another object,False,52.0,18.0,0.0,0.0,22.0,0.0601612908773177,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg62,18.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8367346938775511,0.8421052631578947,True
53,367.0,blue and same shape as another object,False,53.0,18.0,0.0,1.0,21.0,0.020365523908481,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg62,18.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8367346938775511,0.8421052631578947,True
54,368.0,blue and same shape as another object,False,54.0,19.0,1.0,18.0,4.0,0.9225306629572289,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large blue triangle,hg62,19.0,True,True,True,True,0.8727272727272727,0.7340720221606647,0.8703703703703703,0.868421052631579,True
55,369.0,blue and same shape as another object,False,55.0,19.0,0.0,0.0,22.0,0.0015125207817163,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow triangle,hg62,19.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8703703703703703,0.868421052631579,True
56,370.0,blue and same shape as another object,False,56.0,19.0,0.0,1.0,21.0,0.00605726574247,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium green triangle,hg62,19.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8703703703703703,0.868421052631579,True
57,371.0,blue and same shape as another object,False,57.0,19.0,0.0,1.0,21.0,0.0166600496373803,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large yellow circle,hg62,19.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8703703703703703,0.868421052631579,True
58,372.0,blue and same shape as another object,False,58.0,20.0,0.0,1.0,21.0,0.0004698926554738,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow triangle,hg62,20.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8793103448275862,0.868421052631579,True
59,373.0,blue and same shape as another object,False,59.0,20.0,0.0,1.0,21.0,0.0086014000462455,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large green circle,hg62,20.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8793103448275862,0.868421052631579,True
60,374.0,blue and same shape as another object,False,60.0,20.0,0.0,1.0,21.0,0.0018351094204263,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow circle,hg62,20.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8793103448275862,0.868421052631579,True
61,375.0,blue and same shape as another object,False,61.0,20.0,0.0,2.0,20.0,0.0021331568838149,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium green triangle,hg62,20.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8793103448275862,0.868421052631579,True
62,376.0,blue and same shape as another object,False,62.0,21.0,0.0,0.0,22.0,0.0032544379511136,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large yellow circle,hg62,21.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8870967741935484,0.868421052631579,True
63,377.0,blue and same shape as another object,False,63.0,21.0,0.0,0.0,22.0,0.0057775820773713,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large yellow triangle,hg62,21.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8870967741935484,0.868421052631579,True
64,378.0,blue and same shape as another object,False,64.0,21.0,0.0,0.0,22.0,0.001692141340186,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium yellow triangle,hg62,21.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8870967741935484,0.868421052631579,True
65,379.0,blue and same shape as another object,False,65.0,22.0,0.0,8.0,14.0,0.5732880770169686,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small blue circle,hg62,22.0,False,True,True,True,0.8727272727272727,0.7340720221606647,0.8923076923076924,0.868421052631579,True
66,380.0,blue and same shape as another object,False,66.0,23.0,0.0,11.0,11.0,0.33908085428709,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg62,23.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8333333333333334,0.8421052631578947,True
67,381.0,blue and same shape as another object,False,67.0,23.0,0.0,2.0,20.0,0.0110341019764064,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg62,23.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8333333333333334,0.8421052631578947,True
68,382.0,blue and same shape as another object,False,68.0,24.0,0.0,1.0,21.0,0.0138607064704956,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg62,24.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8382352941176471,0.8421052631578947,True
69,383.0,blue and same shape as another object,False,69.0,24.0,0.0,1.0,21.0,0.0095515705744446,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg62,24.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8382352941176471,0.8421052631578947,True
70,384.0,blue and same shape as another object,False,70.0,24.0,0.0,2.0,20.0,0.0467102516500972,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg62,24.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.8382352941176471,0.8421052631578947,True
71,385.0,blue and same shape as another object,False,71.0,24.0,1.0,19.0,3.0,0.6534449605237569,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg62,24.0,True,True,True,False,0.8727272727272727,0.7340720221606647,0.8382352941176471,0.8421052631578947,False
72,386.0,blue and same shape as another object,False,72.0,25.0,0.0,2.0,20.0,0.0056105704450146,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",large green circle,hg62,25.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.9027777777777778,0.8947368421052632,True
73,387.0,blue and same shape as another object,False,73.0,25.0,0.0,0.0,22.0,0.0097734078618714,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",small green rectangle,hg62,25.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.9027777777777778,0.8947368421052632,True
74,388.0,blue and same shape as another object,False,74.0,25.0,0.0,16.0,6.0,0.8759064844567774,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",large blue triangle,hg62,25.0,False,True,True,True,0.8727272727272727,0.7340720221606647,0.9027777777777778,0.8947368421052632,True
75,389.0,blue and same shape as another object,False,75.0,25.0,0.0,1.0,21.0,0.0089865216846192,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",large yellow rectangle,hg62,25.0,False,False,True,False,0.8727272727272727,0.7340720221606647,0.9027777777777778,0.8947368421052632,True
76,1559.0,larger than all other objects,False,0.0,1.0,0.0,14.0,9.0,0.4509910277720337,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green circle,hg29,1.0,False,False,True,True,0.9021739130434784,0.6591058514135437,,0.21794871794871795,False
77,1560.0,larger than all other objects,False,1.0,1.0,0.0,15.0,8.0,0.4159405455546903,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,hg29,1.0,False,False,True,True,0.9021739130434784,0.6591058514135437,,0.21794871794871795,False
78,1561.0,larger than all other objects,False,2.0,2.0,0.0,9.0,14.0,0.3373488191178921,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg29,2.0,False,False,True,False,0.9021739130434784,0.6591058514135437,1.0,0.782051282051282,True
79,1562.0,larger than all other objects,False,3.0,2.0,0.0,8.0,15.0,0.3582846733767155,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg29,2.0,False,False,True,False,0.9021739130434784,0.6591058514135437,1.0,0.782051282051282,True
